icon,precipIntensity,humidity,windSpeed,cloudCover,uvIndex,temperature,is_weekend
partly-cloudy-day,0.0002,0.39,5.09,0.52,2,66.97,1
partly-cloudy-day,0.0,0.38,5.45,0.42,1,66.47,1
clear-day,0.0,0.38,6.41,0.28,0,65.31,1
clear-day,0.0002,0.41,4.58,0.26,0,64.29,1
clear-night,0.0,0.43,2.31,0.27,0,63.21,1
clear-night,0.0,0.44,4.09,0.3,0,62.07,1
clear-night,0.0,0.46,4.09,0.25,0,60.86,1
partly-cloudy-night,0.0,0.48,2.21,0.37,0,59.72,1
clear-night,0.0,0.51,1.72,0.14,0,58.41,1
clear-night,0.0,0.55,1.1,0.1,0,57.12,1
clear-night,0.0,0.57,1.47,0.08,0,55.9,1
clear-night,0.0,0.59,1.16,0.07,0,54.64,1
clear-night,0.0,0.6,1.02,0.1,0,53.66,1
clear-day,0.0,0.6,1.48,0.07,0,53.18,1
clear-day,0.0,0.57,1.76,0.03,0,54.54,1
clear-day,0.0,0.55,3.41,0.06,2,55.75,1
clear-day,0.0,0.55,3.9,0.01,3,56.66,1
clear-day,0.0,0.46,3.59,0.04,6,59.27,1
clear-day,0.0,0.45,4.51,0.19,7,60.68,1
partly-cloudy-day,0.0,0.42,3.5,0.36,8,62.47,1
partly-cloudy-day,0.0,0.39,3.81,0.62,7,63.22,1
cloudy,0.0,0.36,4.62,0.96,5,63.82,1
cloudy,0.0,0.37,4.57,0.96,4,64.02,1
cloudy,0.0,0.38,6.29,0.96,3,63.52,1
partly-cloudy-day,0.0,0.37,6.33,0.73,2,64.46,1
partly-cloudy-day,0.0,0.36,6.03,0.74,1,64.25,1
partly-cloudy-day,0.0,0.34,6.72,0.69,0,64.01,1
clear-day,0.0,0.36,6.96,0.21,0,62.4,1
clear-night,0.0,0.37,4.99,0.12,0,60.78,1
clear-night,0.0,0.39,5.84,0.05,0,59.31,1
clear-night,0.0,0.41,5.46,0.03,0,57.75,1
clear-night,0.0,0.45,4.56,0.0,0,56.33,0
clear-night,0.0,0.44,4.07,0.0,0,55.35,0
clear-night,0.0,0.44,4.09,0.0,0,54.32,0
clear-night,0.0,0.45,1.88,0.0,0,53.29,0
clear-night,0.0,0.47,1.25,0.0,0,52.79,0
clear-night,0.0,0.48,1.63,0.0,0,51.77,0
clear-day,0.0,0.52,1.8,0.0,0,51.01,0
clear-day,0.0,0.52,1.57,0.0,0,52.67,0
clear-day,0.0,0.5,4.07,0.0,2,54.88,0
clear-day,0.0,0.45,6.32,0.0,3,58.29,0
clear-day,0.0,0.41,5.65,0.0,6,60.46,0
clear-day,0.0,0.38,4.44,0.07,8,62.87,0
partly-cloudy-day,0.0,0.34,5.36,0.32,8,65.49,0
partly-cloudy-day,0.0,0.3,7.38,0.48,7,67.73,0
partly-cloudy-day,0.0,0.27,8.11,0.54,7,68.93,0
partly-cloudy-day,0.0,0.28,7.62,0.69,5,68.58,0
partly-cloudy-day,0.0,0.27,6.75,0.76,4,69.3,0
partly-cloudy-day,0.0,0.27,6.64,0.85,2,70.46,0
partly-cloudy-day,0.0,0.31,7.78,0.67,1,68.51,0
clear-day,0.0002,0.35,6.15,0.23,0,66.71,0
clear-day,0.0,0.36,5.83,0.18,0,65.99,0
partly-cloudy-night,0.0003,0.4,5.14,0.49,0,64.69,0
clear-night,0.0003,0.44,3.19,0.26,0,62.91,0
clear-night,0.0,0.47,1.4,0.16,0,61.55,0
clear-night,0.0,0.49,1.26,0.08,0,60.43,0
clear-night,0.0,0.53,1.81,0.01,0,58.36,0
clear-night,0.0,0.53,1.56,0.0,0,58.34,0
clear-night,0.0,0.56,1.81,0.0,0,57.15,0
clear-night,0.0,0.55,4.08,0.0,0,57.06,0
clear-night,0.0,0.54,2.04,0.0,0,56.75,0
clear-day,0.0,0.55,1.33,0.03,0,56.08,0
clear-day,0.0,0.56,1.72,0.07,0,57.09,0
clear-day,0.0,0.54,3.83,0.07,2,59.73,0
clear-day,0.0,0.49,5.22,0.07,3,63.42,0
clear-day,0.0,0.4,4.74,0.06,6,67.61,0
clear-day,0.0,0.32,5.27,0.15,7,71.45,0
clear-day,0.0,0.25,6.02,0.16,9,72.01,0
clear-day,0.0,0.22,5.67,0.25,9,74.11,0
partly-cloudy-day,0.0,0.23,5.61,0.51,7,74.19,0
partly-cloudy-day,0.0,0.23,7.43,0.33,6,75.8,0
partly-cloudy-day,0.0,0.23,5.08,0.32,5,76.06,0
partly-cloudy-day,0.0,0.23,4.8,0.43,3,76.4,0
clear-day,0.0,0.23,4.43,0.28,1,76.42,0
clear-day,0.0,0.25,3.82,0.24,0,75.08,0
partly-cloudy-day,0.0,0.29,3.97,0.34,0,73.55,0
partly-cloudy-night,0.0,0.3,3.87,0.35,0,72.61,0
clear-night,0.0,0.32,3.27,0.29,0,71.99,0
partly-cloudy-night,0.0,0.38,2.1,0.81,0,68.8,0
partly-cloudy-night,0.0,0.4,4.23,0.61,0,68.7,0
cloudy,0.0,0.43,4.42,0.99,0,67.7,0
cloudy,0.0,0.46,4.26,0.99,0,65.9,0
cloudy,0.0,0.5,2.01,0.98,0,64.71,0
cloudy,0.0,0.51,1.66,1.0,0,65.07,0
cloudy,0.0,0.51,1.45,0.96,0,64.8,0
cloudy,0.0,0.55,0.63,0.94,0,64.97,0
partly-cloudy-day,0.0,0.52,0.29,0.44,0,66.3,0
cloudy,0.0,0.51,0.74,0.9,1,66.77,0
partly-cloudy-day,0.0,0.48,1.3,0.78,3,68.35,0
partly-cloudy-day,0.0,0.45,2.07,0.78,4,70.18,0
partly-cloudy-day,0.0,0.47,1.54,0.48,6,69.92,0
partly-cloudy-day,0.0,0.46,3.87,0.56,7,69.96,0
partly-cloudy-day,0.0,0.44,3.09,0.48,7,72.07,0
partly-cloudy-day,0.0,0.45,3.77,0.43,7,71.52,0
partly-cloudy-day,0.0,0.47,4.49,0.5,6,70.85,0
cloudy,0.0,0.44,3.7,0.89,3,72.8,0
partly-cloudy-day,0.0,0.46,3.4,0.78,2,72.28,0
partly-cloudy-day,0.0,0.52,5.7,0.86,1,69.8,0
cloudy,0.0,0.54,5.07,0.92,0,67.94,0
cloudy,0.0,0.54,3.14,0.97,0,67.77,0
cloudy,0.0,0.59,3.47,0.91,0,66.05,0
partly-cloudy-night,0.0,0.59,3.94,0.63,0,65.69,0
cloudy,0.0,0.71,1.0,0.88,0,63.94,0
partly-cloudy-night,0.0,0.7,0.83,0.4,0,64.64,0
cloudy,0.0,0.72,1.32,1.0,0,64.16,0
cloudy,0.0,0.78,1.21,0.97,0,63.55,0
cloudy,0.0013,0.79,1.35,1.0,0,63.87,0
rain,0.0625,0.9,0.93,1.0,0,61.6,0
rain,0.104,0.94,0.76,0.99,0,61.0,0
rain,0.0381,0.91,0.99,0.99,0,61.57,0
rain,0.0067,0.91,1.55,0.98,0,61.33,0
rain,0.0047,0.93,2.91,1.0,1,60.44,0
cloudy,0.0015,0.9,3.78,0.98,2,60.06,0
rain,0.0026,0.9,4.46,1.0,3,60.14,0
rain,0.0062,0.9,2.63,1.0,4,60.65,0
cloudy,0.0037,0.88,4.41,1.0,4,61.37,0
cloudy,0.0005,0.9,3.42,1.0,5,60.82,0
cloudy,0.0,0.9,4.78,1.0,4,60.63,0
cloudy,0.0018,0.88,3.0,0.99,4,61.36,0
cloudy,0.0006,0.88,3.55,1.0,3,61.34,0
rain,0.0209,0.87,3.8,1.0,2,61.93,0
cloudy,0.0016,0.87,3.32,1.0,1,61.42,0
rain,0.0135,0.92,4.82,0.99,0,60.36,0
rain,0.0184,0.92,3.62,0.86,0,59.28,0
cloudy,0.0,0.91,1.06,1.0,0,58.96,0
cloudy,0.0003,0.92,0.74,1.0,0,58.86,0
cloudy,0.001,0.92,0.65,1.0,0,58.87,0
cloudy,0.001,0.93,0.34,1.0,0,58.82,0
cloudy,0.0006,0.9,0.72,1.0,0,59.05,0
cloudy,0.0005,0.92,0.52,0.99,0,58.64,0
cloudy,0.0013,0.9,0.65,1.0,0,58.95,0
cloudy,0.0025,0.92,0.82,1.0,0,58.45,0
rain,0.0092,0.93,1.28,1.0,0,57.97,0
rain,0.0353,0.91,1.09,1.0,0,58.36,0
rain,0.0123,0.9,1.14,1.0,0,58.7,0
cloudy,0.0,0.91,0.99,1.0,1,59.29,0
cloudy,0.0,0.89,0.86,1.0,2,60.41,0
cloudy,0.0,0.87,0.86,1.0,4,61.54,0
cloudy,0.0,0.84,2.37,0.99,4,62.73,0
partly-cloudy-day,0.0,0.75,2.51,0.87,5,64.48,0
cloudy,0.0,0.69,2.61,0.95,5,67.41,0
partly-cloudy-day,0.0,0.66,1.94,0.84,5,67.81,0
partly-cloudy-day,0.0034,0.74,3.66,0.77,5,65.34,0
rain,0.0259,0.82,2.34,0.88,4,62.9,0
cloudy,0.0393,0.81,3.17,0.93,2,64.24,0
rain,0.0155,0.77,3.96,0.89,1,65.85,0
partly-cloudy-day,0.0077,0.81,3.93,0.78,0,63.44,0
rain,0.0524,0.87,1.09,0.92,0,58.89,0
rain,0.136,0.9,0.77,0.98,0,57.28,0
rain,0.1105,0.9,3.92,1.0,0,57.29,0
rain,0.0982,0.89,0.96,1.0,0,57.45,0
rain,0.0689,0.92,1.93,0.99,0,57.04,1
rain,0.0774,0.91,1.9,0.98,0,57.29,1
rain,0.0394,0.89,2.12,0.98,0,57.37,1
rain,0.0071,0.88,2.33,0.9,0,57.12,1
cloudy,0.0003,0.87,3.97,0.94,0,57.1,1
cloudy,0.0,0.86,1.87,0.98,0,57.39,1
cloudy,0.0002,0.85,2.07,1.0,0,57.44,1
cloudy,0.0,0.86,1.85,0.96,0,57.44,1
cloudy,0.0,0.84,4.59,0.95,1,58.69,1
cloudy,0.0,0.84,4.63,0.99,3,58.6,1
cloudy,0.0,0.84,4.25,0.96,4,59.66,1
partly-cloudy-day,0.0,0.72,4.3,0.65,6,63.53,1
partly-cloudy-day,0.0029,0.7,4.96,0.76,6,64.29,1
partly-cloudy-day,0.0,0.66,5.4,0.83,5,65.54,1
cloudy,0.0,0.63,2.75,0.91,5,66.91,1
cloudy,0.0003,0.62,2.94,0.91,4,67.56,1
cloudy,0.0017,0.68,3.23,0.88,4,65.24,1
rain,0.014,0.78,2.37,0.82,2,62.11,1
rain,0.0619,0.86,1.23,0.92,1,60.31,1
rain,0.0516,0.88,0.98,0.73,0,60.1,1
rain,0.0039,0.84,0.82,0.75,0,60.75,1
partly-cloudy-night,0.0007,0.86,1.39,0.57,0,59.01,1
rain,0.0007,0.89,0.92,0.63,0,57.85,1
rain,0.0181,0.89,1.15,0.34,0,57.99,1
rain,0.0092,0.9,1.11,0.58,0,57.59,1
rain,0.0007,0.89,1.26,0.25,0,57.67,1
partly-cloudy-night,0.0012,0.91,1.85,0.45,0,57.74,1
partly-cloudy-night,0.0009,0.91,1.56,0.62,0,56.41,1
clear-night,0.0,0.92,0.91,0.29,0,55.55,1
clear-night,0.0002,0.91,0.7,0.3,0,55.23,1
clear-day,0.0,0.88,0.82,0.22,0,55.15,1
clear-day,0.0,0.9,1.52,0.13,0,56.61,1
clear-day,0.0,0.82,0.96,0.07,2,59.45,1
clear-day,0.0,0.74,3.31,0.06,3,62.48,1
clear-day,0.0,0.63,3.38,0.1,6,67.49,1
clear-day,0.0002,0.56,4.11,0.17,7,70.24,1
clear-day,0.0,0.46,2.68,0.15,9,72.81,1
clear-day,0.0,0.4,3.13,0.14,9,75.76,1
clear-day,0.0,0.35,4.07,0.25,8,78.25,1
partly-cloudy-day,0.0,0.32,3.29,0.37,6,78.77,1
clear-day,0.0,0.3,3.78,0.27,5,79.07,1
clear-day,0.0,0.34,3.01,0.31,3,78.9,1
partly-cloudy-day,0.0,0.39,3.04,0.43,1,75.78,1
partly-cloudy-day,0.0,0.43,3.3,0.45,0,74.25,1
partly-cloudy-day,0.0,0.45,1.89,0.66,0,73.6,1
clear-night,0.0,0.58,1.53,0.22,0,68.79,1
clear-night,0.0,0.6,0.64,0.26,0,68.22,1
clear-night,0.0,0.64,0.46,0.11,0,65.98,1
clear-night,0.0,0.62,0.51,0.21,0,66.12,0
clear-night,0.0,0.6,0.59,0.26,0,66.94,0
clear-night,0.0,0.57,0.83,0.13,0,66.55,0
clear-night,0.0,0.61,1.32,0.12,0,64.61,0
clear-night,0.0048,0.62,1.56,0.27,0,63.72,0
partly-cloudy-night,0.0095,0.62,1.54,0.34,0,64.47,0
partly-cloudy-day,0.0006,0.62,3.79,0.76,0,64.34,0
partly-cloudy-day,0.0017,0.61,3.79,0.47,0,65.09,0
partly-cloudy-day,0.0,0.54,4.57,0.35,2,67.84,0
clear-day,0.0,0.48,4.5,0.3,3,71.87,0
clear-day,0.0,0.43,4.86,0.19,5,76.26,0
clear-day,0.0,0.36,6.5,0.25,7,80.19,0
clear-day,0.0,0.32,6.98,0.27,8,82.3,0
clear-day,0.0,0.28,5.54,0.28,9,83.95,0
clear-day,0.0,0.29,6.36,0.29,8,84.92,0
clear-day,0.0,0.29,6.55,0.27,7,85.8,0
clear-day,0.0,0.28,7.69,0.27,5,86.18,0
clear-day,0.0,0.29,7.96,0.27,3,85.63,0
clear-day,0.0,0.31,7.82,0.27,1,84.97,0
clear-day,0.0,0.33,5.43,0.26,0,83.47,0
clear-day,0.0,0.36,6.68,0.24,0,81.46,0
clear-night,0.0,0.43,4.18,0.13,0,77.76,0
clear-night,0.0,0.44,5.32,0.24,0,77.1,0
clear-night,0.0,0.46,5.63,0.3,0,76.46,0
clear-night,0.0,0.49,4.84,0.28,0,75.07,0
partly-cloudy-night,0.0,0.5,4.76,0.34,0,73.97,0
partly-cloudy-night,0.0,0.51,4.55,0.35,0,74.01,0
partly-cloudy-night,0.0,0.51,3.61,0.35,0,73.45,0
clear-night,0.0,0.57,1.59,0.31,0,70.18,0
clear-night,0.0,0.56,1.09,0.12,0,70.92,0
clear-day,0.0,0.6,0.86,0.27,0,68.72,0
partly-cloudy-day,0.0,0.63,0.98,0.33,0,69.21,0
partly-cloudy-day,0.0,0.6,1.45,0.36,2,71.43,0
partly-cloudy-day,0.0,0.55,1.71,0.4,3,74.25,0
clear-day,0.0,0.45,4.0,0.3,5,80.82,0
partly-cloudy-day,0.0,0.42,4.07,0.41,7,83.33,0
partly-cloudy-day,0.0,0.42,4.46,0.71,6,84.03,0
partly-cloudy-day,0.0,0.4,3.67,0.56,7,85.93,0
partly-cloudy-day,0.0,0.42,3.82,0.63,6,84.78,0
partly-cloudy-day,0.0,0.47,5.54,0.87,5,83.33,0
partly-cloudy-day,0.0018,0.44,5.44,0.49,4,85.0,0
clear-day,0.0,0.45,6.06,0.26,3,85.6,0
partly-cloudy-day,0.0,0.5,6.47,0.31,1,82.85,0
partly-cloudy-day,0.0,0.53,7.33,0.31,0,82.32,0
clear-day,0.0,0.62,7.05,0.3,0,78.43,0
partly-cloudy-night,0.0034,0.62,5.74,0.33,0,77.72,0
clear-night,0.0011,0.65,4.91,0.27,0,74.49,0
clear-night,0.0,0.66,3.33,0.27,0,72.9,0
partly-cloudy-night,0.0,0.68,1.94,0.34,0,71.67,0
partly-cloudy-night,0.0,0.76,3.83,0.32,0,67.55,0
partly-cloudy-night,0.0,0.78,4.97,0.35,0,64.01,0
partly-cloudy-night,0.0,0.81,6.22,0.49,0,62.46,0
partly-cloudy-night,0.0,0.82,4.35,0.86,0,61.73,0
cloudy,0.0,0.83,4.45,0.98,0,60.95,0
cloudy,0.0,0.84,4.17,1.0,0,60.33,0
cloudy,0.0,0.87,4.52,1.0,0,58.32,0
cloudy,0.0,0.85,4.85,1.0,1,57.96,0
cloudy,0.0,0.85,4.35,1.0,3,57.21,0
cloudy,0.0,0.83,5.59,1.0,4,56.44,0
cloudy,0.0,0.82,5.46,1.0,4,56.46,0
cloudy,0.0006,0.83,5.22,1.0,4,55.75,0
cloudy,0.0,0.81,5.01,1.0,5,56.46,0
cloudy,0.0,0.77,5.91,1.0,4,57.5,0
cloudy,0.0,0.74,5.25,1.0,4,58.72,0
cloudy,0.0,0.73,5.58,1.0,3,59.6,0
cloudy,0.0,0.76,5.74,1.0,2,58.06,0
cloudy,0.0,0.75,6.31,1.0,1,57.72,0
cloudy,0.0,0.75,7.51,1.0,0,56.78,0
cloudy,0.0,0.75,6.11,0.99,0,56.21,0
cloudy,0.0,0.75,6.14,1.0,0,55.19,0
cloudy,0.0,0.73,5.91,1.0,0,55.47,0
cloudy,0.0,0.73,6.78,1.0,0,54.96,0
cloudy,0.0,0.73,6.11,1.0,0,54.2,0
cloudy,0.0,0.73,5.96,0.99,0,53.8,0
cloudy,0.0,0.71,5.17,1.0,0,53.45,0
cloudy,0.0,0.71,4.4,1.0,0,52.94,0
cloudy,0.0,0.71,5.06,1.0,0,52.6,0
cloudy,0.0,0.71,5.32,1.0,0,52.06,0
cloudy,0.0,0.68,4.09,0.88,0,52.04,0
partly-cloudy-day,0.0,0.66,4.37,0.69,0,52.72,0
partly-cloudy-day,0.0,0.66,5.17,0.67,1,53.03,0
partly-cloudy-day,0.0,0.68,4.35,0.55,3,54.07,0
partly-cloudy-day,0.0,0.63,3.82,0.61,4,55.37,0
clear-day,0.0,0.63,4.05,0.23,7,57.0,0
clear-day,0.0,0.57,3.58,0.17,9,59.8,0
clear-day,0.0,0.58,3.68,0.18,9,60.47,0
partly-cloudy-day,0.0,0.6,4.16,0.56,7,61.17,0
partly-cloudy-day,0.0,0.61,4.01,0.34,6,60.91,0
partly-cloudy-day,0.0,0.59,5.35,0.35,5,60.75,0
partly-cloudy-day,0.0,0.59,4.65,0.33,3,59.82,0
clear-day,0.0,0.64,6.42,0.26,1,57.93,0
partly-cloudy-day,0.0,0.66,4.54,0.84,0,56.84,0
cloudy,0.0,0.64,3.45,0.91,0,56.58,0
cloudy,0.0,0.67,3.27,0.9,0,56.67,0
cloudy,0.0,0.62,2.47,0.91,0,56.59,0
cloudy,0.0,0.63,0.75,0.96,0,56.51,0
cloudy,0.0,0.63,0.45,1.0,0,56.28,0
cloudy,0.0,0.63,0.6,1.0,0,55.92,0
cloudy,0.0,0.67,0.61,1.0,0,55.75,0
cloudy,0.0,0.7,0.42,1.0,0,55.66,0
cloudy,0.0,0.71,0.76,1.0,0,55.62,0
cloudy,0.0,0.67,0.71,0.96,0,56.04,0
partly-cloudy-day,0.0,0.66,0.45,0.68,0,55.68,0
partly-cloudy-day,0.0,0.63,0.42,0.63,0,56.96,0
partly-cloudy-day,0.0,0.66,0.6,0.84,1,58.33,0
partly-cloudy-day,0.0,0.65,0.94,0.42,3,61.14,0
clear-day,0.0,0.64,2.25,0.12,6,62.88,0
clear-day,0.0,0.58,3.12,0.26,7,66.41,0
partly-cloudy-day,0.0,0.53,2.65,0.37,8,69.41,0
partly-cloudy-day,0.0,0.5,3.29,0.73,6,70.31,0
partly-cloudy-day,0.0,0.47,2.12,0.8,5,72.45,0
partly-cloudy-day,0.0,0.5,3.14,0.62,5,70.87,0
partly-cloudy-day,0.0023,0.49,2.29,0.35,5,72.82,0
partly-cloudy-day,0.0,0.48,2.71,0.46,3,72.15,0
rain,0.0103,0.51,3.75,0.33,1,71.57,0
partly-cloudy-day,0.0024,0.53,4.62,0.36,0,71.08,0
rain,0.0034,0.63,5.32,0.92,0,67.6,0
rain,0.0053,0.69,1.94,0.79,0,64.84,0
partly-cloudy-night,0.0022,0.66,3.7,0.54,0,65.21,0
partly-cloudy-night,0.0003,0.66,5.07,0.76,0,64.09,0
clear-night,0.0,0.68,4.11,0.1,0,62.38,1
clear-night,0.0,0.67,4.3,0.01,0,61.18,1
clear-night,0.0,0.67,4.3,0.0,0,60.32,1
clear-night,0.0,0.68,4.13,0.0,0,59.38,1
clear-night,0.0,0.69,4.01,0.0,0,58.39,1
clear-night,0.0,0.69,4.34,0.01,0,58.21,1
clear-day,0.0,0.68,4.48,0.06,0,58.18,1
clear-day,0.0,0.67,5.51,0.05,0,59.9,1
clear-day,0.0006,0.62,6.47,0.05,2,62.09,1
clear-day,0.0017,0.58,7.24,0.06,4,64.41,1
clear-day,0.0,0.52,6.9,0.07,6,66.4,1
clear-day,0.0,0.45,9.04,0.15,8,67.53,1
partly-cloudy-day,0.0,0.45,6.9,0.41,8,68.58,1
partly-cloudy-day,0.0,0.41,8.26,0.56,7,69.18,1
partly-cloudy-day,0.0,0.44,7.11,0.64,6,69.45,1
partly-cloudy-day,0.0,0.48,5.32,0.78,5,69.03,1
rain,0.0073,0.58,4.2,0.65,4,66.67,1
partly-cloudy-day,0.0044,0.59,3.95,0.77,2,66.49,1
partly-cloudy-day,0.0,0.52,3.17,0.51,1,68.73,1
partly-cloudy-day,0.0,0.58,3.49,0.57,0,66.07,1
partly-cloudy-day,0.0,0.7,3.88,0.7,0,61.42,1
partly-cloudy-night,0.0,0.71,4.38,0.64,0,60.07,1
partly-cloudy-night,0.0,0.69,3.64,0.85,0,59.34,1
partly-cloudy-night,0.0,0.65,2.62,0.84,0,59.29,1
clear-night,0.0,0.61,2.09,0.31,0,58.63,1
clear-night,0.0,0.64,0.55,0.08,0,58.11,1
clear-night,0.0,0.66,0.67,0.27,0,57.56,1
partly-cloudy-night,0.0,0.66,0.74,0.51,0,57.17,1
clear-night,0.0,0.67,0.87,0.13,0,56.76,1
clear-night,0.0,0.69,1.35,0.07,0,56.23,1
clear-day,0.0,0.69,1.08,0.08,0,55.94,1
clear-day,0.0,0.66,0.94,0.08,0,58.39,1
clear-day,0.0,0.62,2.04,0.07,2,60.52,1
clear-day,0.0,0.57,2.17,0.1,4,64.0,1
clear-day,0.0,0.46,2.43,0.13,6,66.39,1
clear-day,0.0,0.38,1.22,0.15,8,68.59,1
clear-day,0.0,0.32,2.36,0.19,9,71.75,1
clear-day,0.0,0.29,3.18,0.21,9,73.14,1
clear-day,0.0,0.28,3.22,0.26,8,73.97,1
clear-day,0.0,0.25,4.68,0.27,7,75.57,1
clear-day,0.0,0.25,5.01,0.26,5,74.69,1
clear-day,0.0,0.28,5.16,0.25,3,72.61,1
clear-day,0.0,0.29,4.56,0.26,1,72.22,1
clear-day,0.0,0.3,5.48,0.2,0,70.7,1
clear-day,0.0,0.35,4.36,0.14,0,68.3,1
clear-night,0.0,0.37,4.05,0.11,0,66.94,1
clear-night,0.0,0.4,3.98,0.07,0,65.53,1
clear-night,0.0,0.41,3.8,0.04,0,64.48,1
clear-night,0.0,0.46,2.95,0.0,0,63.06,0
clear-night,0.0,0.47,1.67,0.0,0,62.75,0
clear-night,0.0,0.49,1.64,0.0,0,61.78,0
clear-night,0.0,0.53,1.47,0.0,0,60.69,0
clear-night,0.0,0.55,1.64,0.0,0,60.11,0
clear-night,0.0,0.58,1.51,0.06,0,59.11,0
clear-day,0.0,0.62,1.46,0.11,0,58.32,0
clear-day,0.0,0.64,1.75,0.1,0,60.14,0
clear-day,0.0,0.58,3.79,0.07,2,64.82,0
clear-day,0.0,0.56,4.97,0.1,4,66.9,0
clear-day,0.0,0.43,4.18,0.09,6,71.06,0
clear-day,0.0,0.43,4.96,0.09,8,71.85,0
clear-day,0.0,0.41,4.47,0.09,9,75.67,0
clear-day,0.0,0.42,4.62,0.11,10,76.68,0
clear-day,0.0,0.44,4.57,0.08,9,76.14,0
clear-day,0.0,0.45,4.62,0.1,7,76.55,0
clear-day,0.0,0.45,4.67,0.06,5,77.64,0
clear-day,0.0,0.46,4.07,0.06,3,78.14,0
clear-day,0.0,0.47,4.53,0.03,1,78.07,0
clear-day,0.0,0.47,4.83,0.03,0,78.6,0
clear-day,0.0,0.5,4.95,0.09,0,76.27,0
clear-night,0.0,0.51,1.8,0.06,0,74.92,0
clear-night,0.0,0.55,1.52,0.07,0,73.54,0
clear-night,0.0,0.59,3.09,0.06,0,71.65,0
clear-night,0.0,0.61,1.76,0.06,0,70.17,0
clear-night,0.0,0.62,1.5,0.07,0,69.17,0
clear-night,0.0,0.65,1.52,0.06,0,67.77,0
clear-night,0.0,0.66,1.43,0.06,0,67.42,0
clear-night,0.0,0.68,1.18,0.04,0,66.67,0
clear-night,0.0,0.69,1.12,0.1,0,65.9,0
clear-day,0.0,0.72,1.17,0.1,0,65.26,0
clear-day,0.0,0.71,1.23,0.06,0,67.13,0
clear-day,0.0,0.67,1.43,0.1,2,69.75,0
clear-day,0.0,0.63,1.16,0.07,4,73.24,0
clear-day,0.0,0.6,0.82,0.03,6,77.31,0
clear-day,0.0,0.6,2.88,0.06,8,79.26,0
clear-day,0.0,0.53,2.17,0.12,9,82.49,0
clear-day,0.0,0.53,4.82,0.18,9,84.43,0
clear-day,0.0,0.54,4.02,0.2,9,82.67,0
clear-day,0.0,0.57,6.0,0.22,7,81.05,0
clear-day,0.0,0.56,4.87,0.22,5,79.99,0
clear-day,0.0133,0.57,6.56,0.26,3,78.96,0
rain,0.0617,0.84,4.35,0.89,1,72.09,0
rain,0.0778,0.89,0.89,0.81,0,71.09,0
rain,0.0321,0.86,0.91,0.87,0,72.61,0
rain,0.0038,0.84,0.56,0.56,0,72.84,0
partly-cloudy-night,0.0005,0.87,1.69,0.34,0,70.25,0
partly-cloudy-night,0.0,0.9,1.52,0.37,0,67.3,0
partly-cloudy-night,0.0,0.88,0.98,0.55,0,67.32,0
partly-cloudy-night,0.0122,0.87,0.88,0.36,0,66.98,0
rain,0.0039,0.86,5.09,0.93,0,65.87,0
rain,0.0016,0.86,0.81,0.57,0,65.7,0
clear-night,0.0,0.87,0.69,0.29,0,65.8,0
clear-night,0.0,0.88,1.04,0.24,0,65.25,0
partly-cloudy-day,0.0,0.91,1.07,0.43,0,63.53,0
partly-cloudy-day,0.0,0.89,1.6,0.83,0,64.13,0
cloudy,0.0,0.87,1.95,0.98,1,64.93,0
partly-cloudy-day,0.0,0.83,3.59,0.79,3,67.34,0
partly-cloudy-day,0.0,0.74,3.66,0.58,5,69.74,0
partly-cloudy-day,0.0,0.7,3.33,0.36,7,72.99,0
partly-cloudy-day,0.0,0.63,2.1,0.35,8,74.51,0
partly-cloudy-day,0.0,0.61,1.92,0.44,8,76.95,0
partly-cloudy-day,0.0,0.53,2.71,0.36,8,80.15,0
partly-cloudy-day,0.0,0.5,2.68,0.36,6,81.34,0
partly-cloudy-day,0.0,0.58,3.52,0.35,5,77.73,0
partly-cloudy-day,0.0,0.61,3.44,0.45,3,76.28,0
partly-cloudy-day,0.0,0.62,3.58,0.71,1,73.7,0
partly-cloudy-day,0.0,0.66,2.48,0.8,0,73.38,0
partly-cloudy-day,0.0,0.65,1.27,0.84,0,72.73,0
partly-cloudy-night,0.0,0.65,1.54,0.41,0,71.9,0
partly-cloudy-night,0.0,0.66,0.76,0.46,0,70.89,0
cloudy,0.0,0.67,1.23,0.96,0,70.64,0
cloudy,0.0,0.7,0.8,0.98,0,69.72,0
cloudy,0.0,0.75,1.49,0.99,0,67.89,0
rain,0.003,0.86,1.3,0.96,0,66.28,0
rain,0.0051,0.87,0.66,0.97,0,66.31,0
rain,0.0104,0.88,1.76,0.99,0,66.23,0
rain,0.0229,0.91,1.76,0.99,0,65.0,0
rain,0.0267,0.91,1.57,1.0,0,64.57,0
rain,0.0755,0.91,1.67,1.0,0,64.31,0
rain,0.1261,0.91,5.47,1.0,1,63.82,0
rain,0.0677,0.88,6.46,1.0,3,62.28,0
rain,0.1124,0.89,5.61,1.0,4,62.58,0
rain,0.0392,0.88,5.29,1.0,4,62.96,0
rain,0.0135,0.86,4.79,0.99,5,63.95,0
rain,0.0021,0.78,6.86,1.0,5,66.45,0
cloudy,0.0011,0.72,4.87,0.91,5,68.83,0
partly-cloudy-day,0.0006,0.64,5.08,0.68,5,71.36,0
partly-cloudy-day,0.0004,0.58,4.94,0.62,4,73.37,0
partly-cloudy-day,0.0003,0.53,4.31,0.66,3,75.55,0
partly-cloudy-day,0.0005,0.51,4.28,0.65,1,75.72,0
